,0,1,2
0,490014050R,-0.143826,51.495812
1,490014051V,-0.148116,51.492084
2,490006399W,-0.151628,51.490736
3,490011763N,-0.156471,51.489949
4,490000206K,-0.156377,51.49227
5,490006224G,-0.1605,51.491128
6,490014150KA,-0.162266,51.490202
7,490009666KB,-0.164763,51.489
8,490005073KC,-0.166634,51.48831
9,490004809KD,-0.171319,51.486432
10,490015145W,-0.176444,51.484327
11,490005076W,-0.182353,51.481685
12,490009370W,-0.184854,51.480716
13,490011788W,-0.188991,51.478451
14,490013888N,-0.192313,51.477468
15,490007057T,-0.194533,51.479247
